,Player,team,G,Points accumulated,FP_avg,mins_avg
46,Draymond Green,I Probably Won't Win,46,674,,
47,Draymond Green,I Probably Won't Win,47,674,,
48,Draymond Green,I Probably Won't Win,48,674,,
49,Draymond Green,I Probably Won't Win,49,674,,
50,Draymond Green,I Probably Won't Win,50,674,,
51,Draymond Green,I Probably Won't Win,51,674,,
52,Draymond Green,I Probably Won't Win,52,674,,
53,Draymond Green,I Probably Won't Win,53,674,,
54,Draymond Green,I Probably Won't Win,54,674,,
55,Draymond Green,I Probably Won't Win,55,674,,
56,Draymond Green,I Probably Won't Win,56,674,,
57,Draymond Green,I Probably Won't Win,57,674,,
58,Draymond Green,I Probably Won't Win,58,674,,
59,Draymond Green,I Probably Won't Win,59,674,,
60,Draymond Green,I Probably Won't Win,60,674,,
0,Jerami Grant,I Probably Won't Win,0,24,24.0,32.35
1,Jerami Grant,I Probably Won't Win,1,31,15.5,31.9
2,Jerami Grant,I Probably Won't Win,2,31,,
3,Jerami Grant,I Probably Won't Win,3,47,15.666666666666666,33.394444444444446
4,Jerami Grant,I Probably Won't Win,4,73,18.25,33.81666666666667
5,Jerami Grant,I Probably Won't Win,5,75,15.0,32.50333333333334
6,Jerami Grant,I Probably Won't Win,6,98,16.333333333333332,31.072222222222223
7,Jerami Grant,I Probably Won't Win,7,124,17.714285714285715,32.05714285714286
8,Jerami Grant,I Probably Won't Win,8,126,15.75,32.95625
9,Jerami Grant,I Probably Won't Win,9,161,17.88888888888889,33.14444444444444
10,Jerami Grant,I Probably Won't Win,10,176,17.6,32.291666666666664
11,Jerami Grant,I Probably Won't Win,11,203,18.454545454545453,32.65
12,Jerami Grant,I Probably Won't Win,12,205,17.083333333333332,32.21944444444444
13,Jerami Grant,I Probably Won't Win,13,215,16.53846153846154,32.357692307692304
14,Jerami Grant,I Probably Won't Win,14,233,16.642857142857142,32.4797619047619
15,Jerami Grant,I Probably Won't Win,15,265,17.666666666666668,32.80222222222222
16,Jerami Grant,I Probably Won't Win,16,288,18.0,32.92395833333333
17,Jerami Grant,I Probably Won't Win,17,300,17.647058823529413,32.65392156862745
18,Jerami Grant,I Probably Won't Win,18,327,18.166666666666668,32.678703703703704
19,Jerami Grant,I Probably Won't Win,19,361,19.0,32.689473684210526
20,Jerami Grant,I Probably Won't Win,20,366,18.3,32.8125
21,Jerami Grant,I Probably Won't Win,21,402,19.142857142857142,33.061904761904756
22,Jerami Grant,I Probably Won't Win,22,426,19.363636363636363,33.17121212121212
23,Jerami Grant,I Probably Won't Win,23,453,19.695652173913043,33.42463768115942
24,Jerami Grant,I Probably Won't Win,24,464,19.333333333333332,33.19444444444444
25,Jerami Grant,I Probably Won't Win,25,464,,
26,Jerami Grant,I Probably Won't Win,26,464,,
27,Jerami Grant,I Probably Won't Win,27,464,,
28,Jerami Grant,I Probably Won't Win,28,464,,
29,Jerami Grant,I Probably Won't Win,29,464,,
30,Jerami Grant,I Probably Won't Win,30,464,,
31,Jerami Grant,I Probably Won't Win,31,464,,
32,Jerami Grant,I Probably Won't Win,32,464,,
33,Jerami Grant,I Probably Won't Win,33,464,,
34,Jerami Grant,I Probably Won't Win,34,464,,
35,Jerami Grant,I Probably Won't Win,35,464,,
36,Jerami Grant,I Probably Won't Win,36,464,,
37,Jerami Grant,I Probably Won't Win,37,464,,
38,Jerami Grant,I Probably Won't Win,38,464,,
39,Jerami Grant,I Probably Won't Win,39,464,,
40,Jerami Grant,I Probably Won't Win,40,464,,
41,Jerami Grant,I Probably Won't Win,41,464,,
42,Jerami Grant,I Probably Won't Win,42,464,,
43,Jerami Grant,I Probably Won't Win,43,464,,
44,Jerami Grant,I Probably Won't Win,44,464,,
45,Jerami Grant,I Probably Won't Win,45,464,,
46,Jerami Grant,I Probably Won't Win,46,464,,
47,Jerami Grant,I Probably Won't Win,47,464,,
48,Jerami Grant,I Probably Won't Win,48,464,,
49,Jerami Grant,I Probably Won't Win,49,475,19.0,33.02466666666667
50,Jerami Grant,I Probably Won't Win,50,492,18.923076923076923,32.96666666666667
51,Jerami Grant,I Probably Won't Win,51,499,18.48148148148148,32.690123456790126
52,Jerami Grant,I Probably Won't Win,52,509,18.178571428571427,32.66190476190476
53,Jerami Grant,I Probably Won't Win,53,517,17.82758620689655,32.570689655172416
54,Jerami Grant,I Probably Won't Win,54,538,17.933333333333334,32.45777777777777
55,Jerami Grant,I Probably Won't Win,55,556,17.93548387096774,32.28279569892473
56,Jerami Grant,I Probably Won't Win,56,566,17.6875,32.284375
57,Jerami Grant,I Probably Won't Win,57,595,18.03030303030303,32.18989898989899
58,Jerami Grant,I Probably Won't Win,58,606,17.823529411764707,32.182843137254906
59,Jerami Grant,I Probably Won't Win,59,607,17.34285714285714,32.135238095238094
60,Jerami Grant,I Probably Won't Win,60,633,17.583333333333332,32.168055555555554
0,Cade Cunningham,I Probably Won't Win,0,0,,
1,Cade Cunningham,I Probably Won't Win,1,0,,
2,Cade Cunningham,I Probably Won't Win,2,0,,
3,Cade Cunningham,I Probably Won't Win,3,0,,
4,Cade Cunningham,I Probably Won't Win,4,3,3.0,18.916666666666668
5,Cade Cunningham,I Probably Won't Win,5,3,,
6,Cade Cunningham,I Probably Won't Win,6,0,0.0,24.075000000000003
7,Cade Cunningham,I Probably Won't Win,7,22,7.333333333333333,26.66111111111111
8,Cade Cunningham,I Probably Won't Win,8,32,8.0,27.566666666666666
9,Cade Cunningham,I Probably Won't Win,9,52,10.4,28.146666666666665
10,Cade Cunningham,I Probably Won't Win,10,61,10.166666666666666,28.638888888888886
11,Cade Cunningham,I Probably Won't Win,11,75,10.714285714285714,29.26190476190476
12,Cade Cunningham,I Probably Won't Win,12,109,13.625,30.022916666666664
13,Cade Cunningham,I Probably Won't Win,13,129,14.333333333333334,30.41296296296296
14,Cade Cunningham,I Probably Won't Win,14,160,16.0,30.996666666666663
15,Cade Cunningham,I Probably Won't Win,15,195,17.727272727272727,31.640909090909087
16,Cade Cunningham,I Probably Won't Win,16,200,16.666666666666668,31.409722222222218
17,Cade Cunningham,I Probably Won't Win,17,214,16.46153846153846,31.293589743589738
18,Cade Cunningham,I Probably Won't Win,18,224,16.0,31.092857142857138
19,Cade Cunningham,I Probably Won't Win,19,246,16.4,31.27222222222222
20,Cade Cunningham,I Probably Won't Win,20,279,17.4375,31.384374999999995
21,Cade Cunningham,I Probably Won't Win,21,298,17.529411764705884,31.37941176470588
22,Cade Cunningham,I Probably Won't Win,22,335,18.61111111111111,31.651851851851845
23,Cade Cunningham,I Probably Won't Win,23,351,18.473684210526315,31.956140350877185
24,Cade Cunningham,I Probably Won't Win,24,362,18.1,31.92666666666666
25,Cade Cunningham,I Probably Won't Win,25,393,18.714285714285715,32.09761904761904
26,Cade Cunningham,I Probably Won't Win,26,416,18.90909090909091,32.18939393939393
27,Cade Cunningham,I Probably Won't Win,27,452,19.652173913043477,32.37028985507246
28,Cade Cunningham,I Probably Won't Win,28,465,19.375,32.317361111111104
29,Cade Cunningham,I Probably Won't Win,29,475,19.0,32.341333333333324
30,Cade Cunningham,I Probably Won't Win,30,475,,
31,Cade Cunningham,I Probably Won't Win,31,475,,
32,Cade Cunningham,I Probably Won't Win,32,475,,
33,Cade Cunningham,I Probably Won't Win,33,475,,
34,Cade Cunningham,I Probably Won't Win,34,497,19.115384615384617,32.52179487179487
35,Cade Cunningham,I Probably Won't Win,35,518,19.185185185185187,32.29444444444444
36,Cade Cunningham,I Probably Won't Win,36,528,18.857142857142858,32.261309523809516
37,Cade Cunningham,I Probably Won't Win,37,534,18.413793103448278,32.24942528735632
38,Cade Cunningham,I Probably Won't Win,38,569,18.966666666666665,32.453333333333326
39,Cade Cunningham,I Probably Won't Win,39,576,18.580645161290324,32.353763440860206
40,Cade Cunningham,I Probably Won't Win,40,599,18.71875,32.381249999999994
41,Cade Cunningham,I Probably Won't Win,41,620,18.78787878787879,32.144949494949486
42,Cade Cunningham,I Probably Won't Win,42,624,18.352941176470587,32.01225490196078
43,Cade Cunningham,I Probably Won't Win,43,633,18.085714285714285,31.68619047619047
44,Cade Cunningham,I Probably Won't Win,44,661,18.36111111111111,31.95092592592592
45,Cade Cunningham,I Probably Won't Win,45,681,18.405405405405407,32.06666666666666
46,Cade Cunningham,I Probably Won't Win,46,727,19.13157894736842,32.27105263157894
47,Cade Cunningham,I Probably Won't Win,47,725,18.58974358974359,32.21581196581196
48,Cade Cunningham,I Probably Won't Win,48,769,19.225,32.335833333333326
49,Cade Cunningham,I Probably Won't Win,49,776,18.926829268292682,32.059756097560964
50,Cade Cunningham,I Probably Won't Win,50,776,,
51,Cade Cunningham,I Probably Won't Win,51,776,,
52,Cade Cunningham,I Probably Won't Win,52,776,,
53,Cade Cunningham,I Probably Won't Win,53,776,,
54,Cade Cunningham,I Probably Won't Win,54,776,,
55,Cade Cunningham,I Probably Won't Win,55,786,18.714285714285715,31.81547619047618
56,Cade Cunningham,I Probably Won't Win,56,794,18.46511627906977,31.70813953488371
57,Cade Cunningham,I Probably Won't Win,57,811,18.431818181818183,31.815530303030297
58,Cade Cunningham,I Probably Won't Win,58,827,18.377777777777776,31.814074074074068
59,Cade Cunningham,I Probably Won't Win,59,852,18.52173913043478,31.709420289855064
60,Cade Cunningham,I Probably Won't Win,60,867,18.4468085106383,31.730496453900702
0,Klay Thompson,I Probably Won't Win,0,0,,
1,Klay Thompson,I Probably Won't Win,1,0,,
2,Klay Thompson,I Probably Won't Win,2,0,,
3,Klay Thompson,I Probably Won't Win,3,0,,
4,Klay Thompson,I Probably Won't Win,4,0,,
5,Klay Thompson,I Probably Won't Win,5,0,,
6,Klay Thompson,I Probably Won't Win,6,0,,
7,Klay Thompson,I Probably Won't Win,7,0,,
8,Klay Thompson,I Probably Won't Win,8,0,,
9,Klay Thompson,I Probably Won't Win,9,0,,
10,Klay Thompson,I Probably Won't Win,10,0,,
11,Klay Thompson,I Probably Won't Win,11,0,,
12,Klay Thompson,I Probably Won't Win,12,0,,
13,Klay Thompson,I Probably Won't Win,13,0,,
14,Klay Thompson,I Probably Won't Win,14,0,,
15,Klay Thompson,I Probably Won't Win,15,0,,
16,Klay Thompson,I Probably Won't Win,16,0,,
17,Klay Thompson,I Probably Won't Win,17,0,,
18,Klay Thompson,I Probably Won't Win,18,0,,
19,Klay Thompson,I Probably Won't Win,19,0,,
20,Klay Thompson,I Probably Won't Win,20,0,,
21,Klay Thompson,I Probably Won't Win,21,0,,
22,Klay Thompson,I Probably Won't Win,22,0,,
23,Klay Thompson,I Probably Won't Win,23,0,,
24,Klay Thompson,I Probably Won't Win,24,0,,
25,Klay Thompson,I Probably Won't Win,25,0,,
26,Klay Thompson,I Probably Won't Win,26,0,,
27,Klay Thompson,I Probably Won't Win,27,0,,
28,Klay Thompson,I Probably Won't Win,28,0,,
29,Klay Thompson,I Probably Won't Win,29,0,,
30,Klay Thompson,I Probably Won't Win,30,0,,
31,Klay Thompson,I Probably Won't Win,31,0,,
32,Klay Thompson,I Probably Won't Win,32,0,,
33,Klay Thompson,I Probably Won't Win,33,0,,
34,Klay Thompson,I Probably Won't Win,34,0,,
35,Klay Thompson,I Probably Won't Win,35,0,,
36,Klay Thompson,I Probably Won't Win,36,0,,
37,Klay Thompson,I Probably Won't Win,37,0,,
38,Klay Thompson,I Probably Won't Win,38,12,12.0,19.916666666666668
39,Klay Thompson,I Probably Won't Win,39,24,12.0,19.766666666666666
40,Klay Thompson,I Probably Won't Win,40,32,10.666666666666666,20.03333333333333
41,Klay Thompson,I Probably Won't Win,41,32,,
42,Klay Thompson,I Probably Won't Win,42,44,11.0,20.704166666666666
43,Klay Thompson,I Probably Won't Win,43,69,13.8,21.023333333333333
44,Klay Thompson,I Probably Won't Win,44,71,11.833333333333334,21.369444444444444
45,Klay Thompson,I Probably Won't Win,45,71,,
46,Klay Thompson,I Probably Won't Win,46,71,,
47,Klay Thompson,I Probably Won't Win,47,90,12.857142857142858,21.978571428571428
48,Klay Thompson,I Probably Won't Win,48,117,14.625,22.604166666666664
49,Klay Thompson,I Probably Won't Win,49,136,15.11111111111111,23.068518518518516
50,Klay Thompson,I Probably Won't Win,50,149,14.9,23.389999999999997
51,Klay Thompson,I Probably Won't Win,51,149,,
52,Klay Thompson,I Probably Won't Win,52,186,16.90909090909091,23.422727272727272
53,Klay Thompson,I Probably Won't Win,53,208,17.333333333333332,23.88472222222222
54,Klay Thompson,I Probably Won't Win,54,208,,
55,Klay Thompson,I Probably Won't Win,55,230,17.692307692307693,24.321794871794868
56,Klay Thompson,I Probably Won't Win,56,261,18.642857142857142,24.728571428571424
57,Klay Thompson,I Probably Won't Win,57,266,17.733333333333334,24.858888888888885
58,Klay Thompson,I Probably Won't Win,58,283,17.6875,25.251041666666662
59,Klay Thompson,I Probably Won't Win,59,307,18.058823529411764,25.232352941176465
60,Klay Thompson,I Probably Won't Win,60,307,,
0,Harrison Barnes,I Probably Won't Win,0,47,47.0,36.9
1,Harrison Barnes,I Probably Won't Win,1,82,41.0,37.224999999999994
2,Harrison Barnes,I Probably Won't Win,2,107,35.666666666666664,36.822222222222216
3,Harrison Barnes,I Probably Won't Win,3,135,33.75,37.291666666666664
4,Harrison Barnes,I Probably Won't Win,4,169,33.8,37.196666666666665
5,Harrison Barnes,I Probably Won't Win,5,196,32.666666666666664,37.34722222222222
6,Harrison Barnes,I Probably Won't Win,6,217,31.0,37.040476190476184
7,Harrison Barnes,I Probably Won't Win,7,249,31.125,37.258333333333326
8,Harrison Barnes,I Probably Won't Win,8,276,30.666666666666668,37.17592592592592
9,Harrison Barnes,I Probably Won't Win,9,299,29.9,37.23499999999999
10,Harrison Barnes,I Probably Won't Win,10,327,29.727272727272727,37.12878787878787
11,Harrison Barnes,I Probably Won't Win,11,342,28.5,36.65138888888888
12,Harrison Barnes,I Probably Won't Win,12,360,27.692307692307693,36.484615384615374
13,Harrison Barnes,I Probably Won't Win,13,377,26.928571428571427,36.02023809523809
14,Harrison Barnes,I Probably Won't Win,14,391,26.066666666666666,35.90333333333333
15,Harrison Barnes,I Probably Won't Win,15,400,25.0,35.27708333333333
16,Harrison Barnes,I Probably Won't Win,16,423,24.88235294117647,35.285294117647055
17,Harrison Barnes,I Probably Won't Win,17,433,24.055555555555557,35.335185185185175
18,Harrison Barnes,I Probably Won't Win,18,444,23.36842105263158,34.99649122807017
19,Harrison Barnes,I Probably Won't Win,19,444,,
20,Harrison Barnes,I Probably Won't Win,20,444,,
21,Harrison Barnes,I Probably Won't Win,21,444,,
22,Harrison Barnes,I Probably Won't Win,22,444,,
23,Harrison Barnes,I Probably Won't Win,23,444,,
24,Harrison Barnes,I Probably Won't Win,24,464,23.2,34.724166666666655
25,Harrison Barnes,I Probably Won't Win,25,470,22.38095238095238,34.325396825396815
26,Harrison Barnes,I Probably Won't Win,26,478,21.727272727272727,33.898484848484834
27,Harrison Barnes,I Probably Won't Win,27,479,20.82608695652174,33.377536231884044
28,Harrison Barnes,I Probably Won't Win,28,503,20.958333333333332,33.3298611111111
29,Harrison Barnes,I Probably Won't Win,29,523,20.92,33.45266666666666
30,Harrison Barnes,I Probably Won't Win,30,540,20.76923076923077,33.70512820512819
31,Harrison Barnes,I Probably Won't Win,31,564,20.88888888888889,33.83888888888888
32,Harrison Barnes,I Probably Won't Win,32,580,20.714285714285715,34.04821428571428
33,Harrison Barnes,I Probably Won't Win,33,597,20.586206896551722,33.991954022988494
34,Harrison Barnes,I Probably Won't Win,34,617,20.566666666666666,33.91166666666666
35,Harrison Barnes,I Probably Won't Win,35,633,20.419354838709676,33.898387096774194
36,Harrison Barnes,I Probably Won't Win,36,642,20.0625,33.76354166666666
37,Harrison Barnes,I Probably Won't Win,37,652,19.757575757575758,33.64646464646464
38,Harrison Barnes,I Probably Won't Win,38,674,19.823529411764707,33.56078431372549
39,Harrison Barnes,I Probably Won't Win,39,684,19.542857142857144,33.443333333333335
40,Harrison Barnes,I Probably Won't Win,40,699,19.416666666666668,33.44537037037037
41,Harrison Barnes,I Probably Won't Win,41,719,19.43243243243243,33.384684684684686
42,Harrison Barnes,I Probably Won't Win,42,735,19.342105263157894,33.25482456140351
43,Harrison Barnes,I Probably Won't Win,43,766,19.641025641025642,33.363675213675215
44,Harrison Barnes,I Probably Won't Win,44,792,19.8,33.471250000000005
45,Harrison Barnes,I Probably Won't Win,45,806,19.658536585365855,33.44308943089431
46,Harrison Barnes,I Probably Won't Win,46,819,19.5,33.44761904761905
47,Harrison Barnes,I Probably Won't Win,47,851,19.790697674418606,33.56937984496125
48,Harrison Barnes,I Probably Won't Win,48,850,19.318181818181817,33.48371212121213
49,Harrison Barnes,I Probably Won't Win,49,883,19.622222222222224,33.540740740740745
50,Harrison Barnes,I Probably Won't Win,50,900,19.565217391304348,33.65434782608696
51,Harrison Barnes,I Probably Won't Win,51,908,19.319148936170212,33.63475177304965
52,Harrison Barnes,I Probably Won't Win,52,936,19.5,33.533680555555556
53,Harrison Barnes,I Probably Won't Win,53,964,19.6734693877551,33.65136054421769
54,Harrison Barnes,I Probably Won't Win,54,995,19.9,33.726333333333336
55,Harrison Barnes,I Probably Won't Win,55,1024,20.07843137254902,33.69444444444444
56,Harrison Barnes,I Probably Won't Win,56,1065,20.48076923076923,33.74391025641026
57,Harrison Barnes,I Probably Won't Win,57,1089,20.547169811320753,33.73301886792453
58,Harrison Barnes,I Probably Won't Win,58,1096,20.296296296296298,33.6712962962963
59,Harrison Barnes,I Probably Won't Win,59,1115,20.272727272727273,33.67272727272728
60,Harrison Barnes,I Probably Won't Win,60,1137,20.303571428571427,33.67440476190477
61,Harrison Barnes,I Probably Won't Win,61,1160,20.350877192982455,33.745321637426905
62,Harrison Barnes,I Probably Won't Win,62,1184,20.413793103448278,33.75344827586208
0,Will Barton,I Probably Won't Win,0,30,30.0,33.5
1,Will Barton,I Probably Won't Win,1,49,24.5,32.56666666666666
2,Will Barton,I Probably Won't Win,2,62,20.666666666666668,32.205555555555556
3,Will Barton,I Probably Won't Win,3,80,20.0,33.375
4,Will Barton,I Probably Won't Win,4,103,20.6,32.15
5,Will Barton,I Probably Won't Win,5,110,18.333333333333332,31.88611111111111
6,Will Barton,I Probably Won't Win,6,115,16.428571428571427,31.478571428571428
7,Will Barton,I Probably Won't Win,7,146,18.25,32.572916666666664
8,Will Barton,I Probably Won't Win,8,164,18.22222222222222,33.04814814814815
9,Will Barton,I Probably Won't Win,9,203,20.3,33.235
10,Will Barton,I Probably Won't Win,10,240,21.818181818181817,33.2939393939394
11,Will Barton,I Probably Won't Win,11,242,20.166666666666668,33.46944444444444
12,Will Barton,I Probably Won't Win,12,242,,
13,Will Barton,I Probably Won't Win,13,242,,
14,Will Barton,I Probably Won't Win,14,273,21.0,33.52051282051282
15,Will Barton,I Probably Won't Win,15,297,21.214285714285715,33.53095238095238
16,Will Barton,I Probably Won't Win,16,300,20.0,33.17111111111111
17,Will Barton,I Probably Won't Win,17,319,19.9375,33.25625
18,Will Barton,I Probably Won't Win,18,338,19.88235294117647,33.59607843137255
19,Will Barton,I Probably Won't Win,19,359,19.944444444444443,33.541666666666664
20,Will Barton,I Probably Won't Win,20,372,19.57894736842105,33.45789473684211
21,Will Barton,I Probably Won't Win,21,392,19.6,33.32000000000001
22,Will Barton,I Probably Won't Win,22,407,19.38095238095238,33.42301587301588
23,Will Barton,I Probably Won't Win,23,428,19.454545454545453,33.80454545454546
24,Will Barton,I Probably Won't Win,24,448,19.47826086956522,33.80000000000001
25,Will Barton,I Probably Won't Win,25,448,,
26,Will Barton,I Probably Won't Win,26,448,,
27,Will Barton,I Probably Won't Win,27,457,19.041666666666668,33.22916666666668
28,Will Barton,I Probably Won't Win,28,467,18.68,33.00266666666668
29,Will Barton,I Probably Won't Win,29,474,18.23076923076923,32.55192307692309
30,Will Barton,I Probably Won't Win,30,492,18.22222222222222,32.58827160493828
31,Will Barton,I Probably Won't Win,31,507,18.107142857142858,32.7029761904762
32,Will Barton,I Probably Won't Win,32,531,18.310344827586206,32.80862068965518
33,Will Barton,I Probably Won't Win,33,549,18.3,32.68277777777778
34,Will Barton,I Probably Won't Win,34,559,18.032258064516128,32.6736559139785
35,Will Barton,I Probably Won't Win,35,581,18.15625,32.85989583333334
36,Will Barton,I Probably Won't Win,36,593,17.96969696969697,32.88585858585859
37,Will Barton,I Probably Won't Win,37,607,17.852941176470587,32.814705882352946
38,Will Barton,I Probably Won't Win,38,607,,
39,Will Barton,I Probably Won't Win,39,630,18.0,32.60428571428572
40,Will Barton,I Probably Won't Win,40,646,17.944444444444443,32.32500000000001
41,Will Barton,I Probably Won't Win,41,661,17.864864864864863,32.42297297297298
42,Will Barton,I Probably Won't Win,42,671,17.657894736842106,32.65789473684211
43,Will Barton,I Probably Won't Win,43,704,18.05128205128205,32.7948717948718
44,Will Barton,I Probably Won't Win,44,726,18.15,32.64833333333334
45,Will Barton,I Probably Won't Win,45,726,,
46,Will Barton,I Probably Won't Win,46,757,18.463414634146343,32.684552845528465
47,Will Barton,I Probably Won't Win,47,757,,
48,Will Barton,I Probably Won't Win,48,781,18.595238095238095,32.553968253968264
49,Will Barton,I Probably Won't Win,49,796,18.511627906976745,32.414341085271325
50,Will Barton,I Probably Won't Win,50,811,18.431818181818183,32.47462121212122
51,Will Barton,I Probably Won't Win,51,829,18.42222222222222,32.50074074074075
52,Will Barton,I Probably Won't Win,52,855,18.58695652173913,32.51884057971015
53,Will Barton,I Probably Won't Win,53,886,18.851063829787233,32.618794326241144
54,Will Barton,I Probably Won't Win,54,902,18.791666666666668,32.632986111111116
55,Will Barton,I Probably Won't Win,55,913,18.632653061224488,32.555782312925174
56,Will Barton,I Probably Won't Win,56,932,18.64,32.56733333333334
57,Will Barton,I Probably Won't Win,57,930,18.235294117647058,32.3326797385621
58,Will Barton,I Probably Won't Win,58,965,18.557692307692307,32.331730769230774
59,Will Barton,I Probably Won't Win,59,982,18.528301886792452,32.28584905660378
60,Will Barton,I Probably Won't Win,60,982,18.185185185185187,32.10277777777779
0,Josh Hart,I Probably Won't Win,0,7,7.0,10.166666666666666
1,Josh Hart,I Probably Won't Win,1,7,,
2,Josh Hart,I Probably Won't Win,2,7,,
3,Josh Hart,I Probably Won't Win,3,7,,
4,Josh Hart,I Probably Won't Win,4,7,,
5,Josh Hart,I Probably Won't Win,5,17,8.5,16.208333333333332
6,Josh Hart,I Probably Won't Win,6,42,14.0,20.905555555555555
7,Josh Hart,I Probably Won't Win,7,67,16.75,23.204166666666666
8,Josh Hart,I Probably Won't Win,8,74,14.8,24.936666666666667
9,Josh Hart,I Probably Won't Win,9,93,15.5,25.852777777777778
10,Josh Hart,I Probably Won't Win,10,119,17.0,27.51666666666667
11,Josh Hart,I Probably Won't Win,11,124,15.5,25.941666666666666
12,Josh Hart,I Probably Won't Win,12,143,15.88888888888889,27.324074074074073
13,Josh Hart,I Probably Won't Win,13,161,16.1,27.855
14,Josh Hart,I Probably Won't Win,14,185,16.818181818181817,28.736363636363638
15,Josh Hart,I Probably Won't Win,15,211,17.583333333333332,29.545833333333334
16,Josh Hart,I Probably Won't Win,16,245,18.846153846153847,29.975641025641025
17,Josh Hart,I Probably Won't Win,17,250,17.857142857142858,29.54642857142857
18,Josh Hart,I Probably Won't Win,18,273,18.2,29.726666666666667
19,Josh Hart,I Probably Won't Win,19,300,18.75,29.871875
20,Josh Hart,I Probably Won't Win,20,311,18.294117647058822,30.26862745098039
21,Josh Hart,I Probably Won't Win,21,321,17.833333333333332,29.943518518518513
22,Josh Hart,I Probably Won't Win,22,337,17.736842105263158,30.111403508771925
23,Josh Hart,I Probably Won't Win,23,337,,
24,Josh Hart,I Probably Won't Win,24,337,,
25,Josh Hart,I Probably Won't Win,25,337,,
26,Josh Hart,I Probably Won't Win,26,354,17.7,30.72833333333333
27,Josh Hart,I Probably Won't Win,27,388,18.476190476190474,30.767460317460312
28,Josh Hart,I Probably Won't Win,28,417,18.954545454545453,30.88257575757575
29,Josh Hart,I Probably Won't Win,29,432,18.782608695652176,31.053623188405794
30,Josh Hart,I Probably Won't Win,30,459,19.125,31.493749999999995
31,Josh Hart,I Probably Won't Win,31,488,19.52,31.86733333333333
32,Josh Hart,I Probably Won't Win,32,520,20.0,32.090384615384615
33,Josh Hart,I Probably Won't Win,33,565,20.925925925925927,32.316049382716045
34,Josh Hart,I Probably Won't Win,34,565,,
35,Josh Hart,I Probably Won't Win,35,590,21.071428571428573,32.436904761904756
36,Josh Hart,I Probably Won't Win,36,611,21.06896551724138,32.60977011494253
37,Josh Hart,I Probably Won't Win,37,641,21.366666666666667,32.76166666666666
38,Josh Hart,I Probably Won't Win,38,654,21.096774193548388,32.80430107526882
39,Josh Hart,I Probably Won't Win,39,654,,
40,Josh Hart,I Probably Won't Win,40,680,21.25,32.903124999999996
41,Josh Hart,I Probably Won't Win,41,693,21.0,32.94090909090909
42,Josh Hart,I Probably Won't Win,42,722,21.235294117647058,32.955882352941174
43,Josh Hart,I Probably Won't Win,43,741,21.17142857142857,33.12190476190476
44,Josh Hart,I Probably Won't Win,44,763,21.194444444444443,33.18194444444444
45,Josh Hart,I Probably Won't Win,45,796,21.513513513513512,33.247747747747745
46,Josh Hart,I Probably Won't Win,46,796,,
47,Josh Hart,I Probably Won't Win,47,813,21.394736842105264,33.33640350877192
48,Josh Hart,I Probably Won't Win,48,837,21.46153846153846,33.37649572649572
49,Josh Hart,I Probably Won't Win,49,858,21.45,33.46249999999999
50,Josh Hart,I Probably Won't Win,50,858,,
51,Josh Hart,I Probably Won't Win,51,858,,
52,Josh Hart,I Probably Won't Win,52,882,21.51219512195122,33.51422764227642
53,Josh Hart,I Probably Won't Win,53,882,,
54,Josh Hart,I Probably Won't Win,54,882,,
55,Josh Hart,I Probably Won't Win,55,900,21.428571428571427,33.5861111111111
56,Josh Hart,I Probably Won't Win,56,938,21.813953488372093,33.6406976744186
57,Josh Hart,I Probably Won't Win,57,966,21.954545454545453,33.716287878787874
58,Josh Hart,I Probably Won't Win,58,980,21.77777777777778,33.563703703703695
59,Josh Hart,I Probably Won't Win,59,992,21.565217391304348,33.51304347826086
0,Caris LeVert,I Probably Won't Win,0,0,,
1,Caris LeVert,I Probably Won't Win,1,0,,
2,Caris LeVert,I Probably Won't Win,2,0,,
3,Caris LeVert,I Probably Won't Win,3,0,,
4,Caris LeVert,I Probably Won't Win,4,0,,
5,Caris LeVert,I Probably Won't Win,5,0,,
6,Caris LeVert,I Probably Won't Win,6,13,13.0,15.55
7,Caris LeVert,I Probably Won't Win,7,24,12.0,19.583333333333336
8,Caris LeVert,I Probably Won't Win,8,45,15.0,23.41111111111111
9,Caris LeVert,I Probably Won't Win,9,53,13.25,26.025
10,Caris LeVert,I Probably Won't Win,10,68,13.6,26.993333333333332
11,Caris LeVert,I Probably Won't Win,11,68,,
12,Caris LeVert,I Probably Won't Win,12,68,,
13,Caris LeVert,I Probably Won't Win,13,78,13.0,26.622222222222224
14,Caris LeVert,I Probably Won't Win,14,93,13.285714285714286,27.269047619047623
15,Caris LeVert,I Probably Won't Win,15,107,13.375,27.675000000000004
16,Caris LeVert,I Probably Won't Win,16,113,12.555555555555555,26.61851851851852
17,Caris LeVert,I Probably Won't Win,17,118,11.8,25.610000000000003
18,Caris LeVert,I Probably Won't Win,18,131,11.909090909090908,25.10454545454546
19,Caris LeVert,I Probably Won't Win,19,139,11.583333333333334,25.298611111111114
20,Caris LeVert,I Probably Won't Win,20,160,12.307692307692308,25.97692307692308
21,Caris LeVert,I Probably Won't Win,21,182,13.0,26.023809523809526
22,Caris LeVert,I Probably Won't Win,22,188,12.533333333333333,26.571111111111115
23,Caris LeVert,I Probably Won't Win,23,190,11.875,26.664583333333336
24,Caris LeVert,I Probably Won't Win,24,215,12.647058823529411,27.300980392156866
